player_actual_points,visible_dealer_points,player_action,game_result,Unnamed: 0,Unnamed: 0.1,player_actual_points,visible_dealer_points,player_action,game_result
31,2,S,W,15,15,1,1,1,1
31,3,S,L,6,6,1,1,1,1
31,3,S,W,32,32,1,1,1,1
31,4,S,L,7,7,1,1,1,1
31,4,S,W,51,51,1,1,1,1
31,5,S,L,3,3,1,1,1,1
31,5,S,W,46,46,1,1,1,1
31,6,S,L,4,4,1,1,1,1
31,6,S,W,42,42,1,1,1,1
31,7,S,L,3,3,1,1,1,1
31,7,S,W,42,42,1,1,1,1
31,8,S,L,2,2,1,1,1,1
31,8,S,W,43,43,1,1,1,1
31,9,S,L,2,2,1,1,1,1
31,9,S,W,43,43,1,1,1,1
31,10,S,L,27,27,1,1,1,1
31,10,S,W,174,174,1,1,1,1
31,11,S,L,25,25,1,1,1,1
31,11,S,W,43,43,1,1,1,1
32,2,S,L,41,41,1,1,1,1
32,2,S,W,24,24,1,1,1,1
32,3,S,L,80,80,1,1,1,1
32,3,S,W,47,47,1,1,1,1
32,4,S,L,101,101,1,1,1,1
32,4,S,W,55,55,1,1,1,1
32,5,S,L,98,98,1,1,1,1
32,5,S,W,69,69,1,1,1,1
32,6,S,L,95,95,1,1,1,1
32,6,S,W,67,67,1,1,1,1
32,7,S,L,126,126,1,1,1,1
32,7,S,W,43,43,1,1,1,1
32,8,S,L,145,145,1,1,1,1
32,8,S,W,45,45,1,1,1,1
32,9,S,L,128,128,1,1,1,1
32,9,S,W,34,34,1,1,1,1
32,10,S,L,476,476,1,1,1,1
32,10,S,W,141,141,1,1,1,1
32,11,S,L,140,140,1,1,1,1
32,11,S,W,20,20,1,1,1,1
33,2,H,L,5,5,1,1,1,1
33,2,S,L,4,4,1,1,1,1
33,2,S,W,4,4,1,1,1,1
33,3,H,L,14,14,1,1,1,1
33,3,H,W,17,17,1,1,1,1
33,3,S,L,8,8,1,1,1,1
33,3,S,W,8,8,1,1,1,1
33,4,H,L,10,10,1,1,1,1
33,4,H,W,12,12,1,1,1,1
33,4,S,L,14,14,1,1,1,1
33,4,S,W,13,13,1,1,1,1
33,5,H,L,11,11,1,1,1,1
33,5,H,W,9,9,1,1,1,1
33,5,S,L,16,16,1,1,1,1
33,5,S,W,11,11,1,1,1,1
33,6,H,L,9,9,1,1,1,1
33,6,H,W,9,9,1,1,1,1
33,6,S,L,15,15,1,1,1,1
33,6,S,W,13,13,1,1,1,1
33,7,H,L,23,23,1,1,1,1
33,7,H,W,10,10,1,1,1,1
33,7,S,L,15,15,1,1,1,1
33,7,S,W,6,6,1,1,1,1
33,8,H,L,16,16,1,1,1,1
33,8,H,W,7,7,1,1,1,1
33,8,S,L,9,9,1,1,1,1
33,8,S,W,7,7,1,1,1,1
33,9,H,L,18,18,1,1,1,1
33,9,H,W,10,10,1,1,1,1
33,9,S,L,7,7,1,1,1,1
33,9,S,W,2,2,1,1,1,1
33,10,H,L,81,81,1,1,1,1
33,10,H,W,43,43,1,1,1,1
33,10,S,L,54,54,1,1,1,1
33,10,S,W,10,10,1,1,1,1
33,11,H,L,33,33,1,1,1,1
33,11,H,W,9,9,1,1,1,1
33,11,S,L,15,15,1,1,1,1
33,11,S,W,3,3,1,1,1,1
34,3,S,L,5,5,1,1,1,1
34,3,S,W,4,4,1,1,1,1
34,4,S,L,21,21,1,1,1,1
34,4,S,W,9,9,1,1,1,1
34,5,S,L,25,25,1,1,1,1
34,5,S,W,13,13,1,1,1,1
34,6,S,L,20,20,1,1,1,1
34,6,S,W,13,13,1,1,1,1
34,7,S,L,23,23,1,1,1,1
34,7,S,W,11,11,1,1,1,1
34,8,S,L,27,27,1,1,1,1
34,8,S,W,7,7,1,1,1,1
34,9,S,L,40,40,1,1,1,1
34,9,S,W,8,8,1,1,1,1
34,10,S,L,117,117,1,1,1,1
34,10,S,W,36,36,1,1,1,1
34,11,S,L,39,39,1,1,1,1
34,11,S,W,2,2,1,1,1,1
35,3,S,L,5,5,1,1,1,1
35,3,S,W,1,1,1,1,1,1
35,4,S,L,8,8,1,1,1,1
35,4,S,W,3,3,1,1,1,1
35,5,S,L,9,9,1,1,1,1
35,5,S,W,2,2,1,1,1,1
35,6,S,L,6,6,1,1,1,1
35,6,S,W,5,5,1,1,1,1
35,7,S,L,24,24,1,1,1,1
35,7,S,W,7,7,1,1,1,1
35,8,S,L,16,16,1,1,1,1
35,8,S,W,9,9,1,1,1,1
35,9,S,L,31,31,1,1,1,1
35,9,S,W,9,9,1,1,1,1
35,10,S,L,131,131,1,1,1,1
35,10,S,W,38,38,1,1,1,1
35,11,H,L,6,6,1,1,1,1
35,11,S,L,39,39,1,1,1,1
35,11,S,W,4,4,1,1,1,1
36,2,S,L,1,1,1,1,1,1
36,3,S,L,1,1,1,1,1,1
36,3,S,W,1,1,1,1,1,1
36,4,S,L,2,2,1,1,1,1
36,5,S,W,1,1,1,1,1,1
36,6,S,L,1,1,1,1,1,1
36,7,S,L,5,5,1,1,1,1
36,7,S,W,1,1,1,1,1,1
36,8,S,L,5,5,1,1,1,1
36,8,S,W,2,2,1,1,1,1
36,9,S,L,9,9,1,1,1,1
36,9,S,W,2,2,1,1,1,1
36,10,S,L,41,41,1,1,1,1
36,10,S,W,6,6,1,1,1,1
36,11,S,L,8,8,1,1,1,1
36,11,S,W,1,1,1,1,1,1
37,3,S,W,1,1,1,1,1,1
37,5,S,W,2,2,1,1,1,1
37,7,S,L,3,3,1,1,1,1
37,7,S,W,1,1,1,1,1,1
37,8,S,L,1,1,1,1,1,1
37,9,S,L,4,4,1,1,1,1
37,10,S,L,2,2,1,1,1,1
37,10,S,W,4,4,1,1,1,1
37,11,S,L,3,3,1,1,1,1
38,3,S,W,3,3,1,1,1,1
38,4,S,W,1,1,1,1,1,1
38,5,S,L,1,1,1,1,1,1
38,6,S,L,1,1,1,1,1,1
38,7,S,L,1,1,1,1,1,1
38,7,S,W,1,1,1,1,1,1
38,8,S,L,4,4,1,1,1,1
38,9,S,L,1,1,1,1,1,1
38,10,S,L,4,4,1,1,1,1
38,10,S,W,6,6,1,1,1,1
38,11,S,L,4,4,1,1,1,1
38,11,S,W,1,1,1,1,1,1
39,2,S,L,1,1,1,1,1,1
39,3,S,L,1,1,1,1,1,1
39,3,S,W,2,2,1,1,1,1
39,4,S,W,2,2,1,1,1,1
39,5,S,W,2,2,1,1,1,1
39,6,S,W,1,1,1,1,1,1
39,7,S,W,2,2,1,1,1,1
39,8,S,L,1,1,1,1,1,1
39,8,S,W,1,1,1,1,1,1
39,9,S,L,1,1,1,1,1,1
39,10,S,L,6,6,1,1,1,1
39,10,S,W,7,7,1,1,1,1
39,11,S,L,2,2,1,1,1,1
39,11,S,W,3,3,1,1,1,1
40,3,S,L,1,1,1,1,1,1
40,4,S,W,2,2,1,1,1,1
40,5,S,L,2,2,1,1,1,1
40,6,S,L,1,1,1,1,1,1
40,6,S,W,1,1,1,1,1,1
40,7,S,W,1,1,1,1,1,1
40,8,S,W,2,2,1,1,1,1
40,9,S,W,2,2,1,1,1,1
40,10,S,L,3,3,1,1,1,1
40,10,S,W,8,8,1,1,1,1
40,11,S,L,3,3,1,1,1,1
41,3,S,W,1,1,1,1,1,1
41,4,S,L,1,1,1,1,1,1
41,4,S,W,2,2,1,1,1,1
41,5,S,W,2,2,1,1,1,1
41,6,S,W,3,3,1,1,1,1
41,7,S,W,2,2,1,1,1,1
41,8,S,W,1,1,1,1,1,1
41,9,S,W,2,2,1,1,1,1
41,10,S,W,6,6,1,1,1,1
41,11,S,L,1,1,1,1,1,1
41,11,S,W,3,3,1,1,1,1
42,2,S,L,1,1,1,1,1,1
42,3,S,L,2,2,1,1,1,1
42,3,S,W,1,1,1,1,1,1
42,4,S,L,2,2,1,1,1,1
42,7,S,L,3,3,1,1,1,1
42,8,S,L,2,2,1,1,1,1
42,8,S,W,1,1,1,1,1,1
42,9,S,L,1,1,1,1,1,1
42,9,S,W,1,1,1,1,1,1
42,10,S,L,7,7,1,1,1,1
42,10,S,W,3,3,1,1,1,1
42,11,S,L,2,2,1,1,1,1
43,2,S,L,2,2,1,1,1,1
43,3,S,L,6,6,1,1,1,1
43,3,S,W,6,6,1,1,1,1
43,4,S,L,4,4,1,1,1,1
43,4,S,W,3,3,1,1,1,1
43,5,S,L,5,5,1,1,1,1
43,5,S,W,1,1,1,1,1,1
43,6,S,L,4,4,1,1,1,1
43,6,S,W,3,3,1,1,1,1
43,7,S,L,9,9,1,1,1,1
43,8,S,L,5,5,1,1,1,1
43,8,S,W,2,2,1,1,1,1
43,9,S,L,9,9,1,1,1,1
43,9,S,W,4,4,1,1,1,1
43,10,S,L,34,34,1,1,1,1
43,10,S,W,4,4,1,1,1,1
43,11,S,L,14,14,1,1,1,1
43,11,S,W,1,1,1,1,1,1
44,3,S,L,1,1,1,1,1,1
44,3,S,W,2,2,1,1,1,1
44,4,S,W,2,2,1,1,1,1
44,5,S,L,2,2,1,1,1,1
44,5,S,W,1,1,1,1,1,1
44,7,S,L,2,2,1,1,1,1
44,9,H,W,1,1,1,1,1,1
44,10,H,L,4,4,1,1,1,1
44,10,H,W,2,2,1,1,1,1
44,10,S,L,5,5,1,1,1,1
44,11,H,L,3,3,1,1,1,1
44,11,H,W,1,1,1,1,1,1
44,11,S,L,1,1,1,1,1,1
45,11,S,L,1,1,1,1,1,1
46,11,S,L,1,1,1,1,1,1
48,10,S,W,1,1,1,1,1,1
49,11,S,L,1,1,1,1,1,1
50,11,S,W,1,1,1,1,1,1
51,9,S,W,1,1,1,1,1,1
53,10,S,L,1,1,1,1,1,1
54,10,S,L,3,3,1,1,1,1
54,10,S,W,1,1,1,1,1,1
54,11,S,L,2,2,1,1,1,1
